The below shall be read as a csv file format. The row below are the column headers.
Hotel Code,Name,Hotel Name,ExpMode,Country,HUB Area,Country.1,BRAND,Segment,Estimated_Hotel_Area sqm,Nb of keys,2022 Grid Electric Power kWh,2022 Location Based - GHG Emissions in Tons CO2eq Scope 1,2022 Location Based - GHG Emissions in Tons CO2eq Scope 2,Total Energy 2019 kWh,Total Energy 2020 kWh,Total Energy 2021 kWh,Total Energy 2022 kWh,Available Rooms 2019,Available Rooms 2020,Available Rooms 2021,Available Rooms 2022,Sold Room 2019,Sold Room 2020,Sold Room 2021,Sold Room 2022,Nb Guests 2019,Nb Guests 2020,Nb Guests 2021,Nb guests 2022,Water kL 2019,Water kL 2020,Water kL 2021,Water kL 2022,Water stress level 2030 Category
HB5D0,HB5D0 - MONDRIAN SOUTH BEACH,HB5D0 - MONDRIAN MONDRIAN SOUTH BEACH,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,MONDRIAN,PRE,20500.0,205,4708927.135593221,989.413300257322,1789.9997631259155,4543033.553599874,3418863.6177339805,,10128585.101694915,,,,,,,,,,,,,,,,,Medium-high (20-40%)
HB5D2,HB5D2 - DELANO LAS VEGAS,HB5D2 - DELANO DELANO LAS VEGAS,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,DELANO,LUX,133680.0,1114,26374997.73775733,2455.446571819514,10168.769602801838,37131612.99287009,27306293.82047425,,39825070.1896212,,,,,,,,,,,,,,,,,Medium-high (20-40%)
HB5D6,HB5D6 - SHORE CLUB,HB5D6 - THE ORIGINALS SHORE CLUB,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,THE ORIGINALS,LUX,30900.0,309,7315865.620257642,681.0888605854847,2780.972682362918,10266191.024958696,7574187.424171044,10974322.622864826,11046630.779706419,112420.0,112912.0,103206.0,37080.0,94865.0,22555.0,,,112373.0,37698.0,,,26862.528305370248,,,,High (40-80%)
HB5I1,HB5I1 - REDBURY SOUTH BEACH,HB5I1 - REDBURY HOTELS REDBURY SOUTH BEACH,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,REDBURY HOTELS,LUX,7969.5,69,1633639.8957856868,152.0878038200596,620.9938999451174,2299893.443903085,1691323.4053974175,,2466723.3779926947,,,,,,,,,,,,,,,,,High (40-80%)
HB5I2,HB5I2 - REDBURY NEW YORK,HB5I2 - REDBURY HOTELS REDBURY NEW YORK,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,REDBURY HOTELS,LUX,33148.5,287,6794994.928847711,632.5970970486538,1960.323285097007,9566223.45507515,7034924.889116795,,10260139.267882658,,,,,,,,,,,,,,,,,Extremely high (>80%)
HB8B5,HB8B5 - FAENA MIAMI BEACH,HB8B5 - Faena FAENA MIAMI BEACH,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,Faena,LUX,20674.5,179,4237993.352835333,394.54662150421274,1610.9841752199425,,1944689.7324450654,,6399180.937111485,,,54237.0,65335.0,,,39846.0,43902.0,,,64350.0,78813.0,,,,11946.735757523815,High (40-80%)
HB8D2,HB8D2 - CASA FAENA MIAMI BEACH,HB8D2 - Faena CASA FAENA MIAMI BEACH,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,Faena,LUX,5428.5,47,1112769.2043757578,103.59604028322904,422.9958448901525,,,,1680231.8661689374,,,1457.0,17155.0,,,688.0,8525.0,,,1056.0,13950.0,,,,2319.8469849412445,High (40-80%)
HB9A0,HB9A0 - THE HOXTON CHICAGO,HB9A0 - HOXTON THE HOXTON CHICAGO,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,HOXTON,PRE,16487.058823529413,182,3332370.0504724807,,841.0195211704837,,,,3332370.0504724807,,,,44408.0,,,,36963.0,,,,36963.0,,,,10058.47555476636,Extremely high (>80%)
HB9A1,HB9A1 - THE HOXTON PORTLAND,HB9A1 - HOXTON THE HOXTON PORTLAND,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,HOXTON,PRE,10780.0,119,2178857.340693545,,337.6986807024444,,,,2178857.340693545,,,10948.0,39865.0,,,4011.0,21217.0,,,6388.0,32677.0,,,,5773.6297336655,Extremely high (>80%)
HB9C2,HB9C2 - THE HOXTON WILLIAMSBURG,HB9C2 - HOXTON THE HOXTON WILLIAMSBURG,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,HOXTON,PRE,15852.94117647059,175,3204201.971608155,,605.7778054489343,,,,3204201.971608155,,,,42700.0,,,,36941.0,,,,36941.0,,,,10052.48885286974,Extremely high (>80%)
HB9C3,HB9C3 - THE HOXTON LOS ANGELES,HB9C3 - HOXTON THE HOXTON LOS ANGELES,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,HOXTON,PRE,15762.352941176472,174,3185892.246056109,,654.6821872359685,,,,3185892.246056109,,,16008.0,63510.0,,,12870.0,44812.0,,,19287.0,64569.0,,,,12194.367517793204,Extremely high (>80%)
V0039,V0039 - SLS BRICKELL RESIDENCES,V0039 - SLS SLS BRICKELL RESIDENCES,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,SLS,LUX,,450,,,,14999305.06893316,,,,,,,,,,,,,,,,,,,,Extremely high (>80%)
V0040,V0040 - SLS LUX BRICKELL,V0040 - SLS SLS LUX BRICKELL,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,SLS,LUX,,450,,,,14999305.06893316,,,,,,,,,,,,,,,,,,,,Extremely high (>80%)
V0041,V0041 - MONDRIAN SOUTH BEACH,V0041 - MONDRIAN MONDRIAN SOUTH BEACH,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,MONDRIAN,PRE,,129,,,,2858786.9678750425,,,,,,,,,,,,,,,,,,,,Extremely high (>80%)
V0042,V0042 - HYDE HOLLYWOOD,V0042 - HYDE HYDE HOLLYWOOD,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,HYDE,PRE,,400,,,,8864455.714341216,,,,,,,,,,,,,,,,,,,,Extremely high (>80%)
H9156,H9156 - SOFITEL LEGEND CASCO VIEJO PANAMA,H9156 - SOFITEL SOFITEL LEGEND CASCO VIEJO PANAMA,Managed,Panama,CENTRAL NORTH AMERICA AND CARIBEANS,Panama,SOFITEL,LUX,,157,,,,,,,,,,,4867.0,,,,516.0,,,,29.0,,,,167.6540039179972,Extremely high (>80%)
HA552,HA552 - ROYAL PAVILION - RPV,HA552 - FAIRMONT ROYAL PAVILION - RPV,Managed,Barbados,CENTRAL NORTH AMERICA AND CARIBEANS,Barbados,FAIRMONT,LUX,10500.0,75,1576927.5365902379,,963.0242850420337,3200369.6937931506,1930301.0442208487,3189839.084903241,1576927.5365902379,27375.0,27450.0,27375.0,27375.0,20286.0,6582.0,9643.0,19004.0,38373.0,12473.0,17685.0,35690.0,6502.075434055508,267.95309618905924,3135.0860599767034,5843.175766836446,Extremely high (>80%)
HA560,HA560 - HAMILTON PRINCESS BEACH CLUB - HAM,HA560 - FAIRMONT HAMILTON PRINCESS BEACH CLUB - HAM,Managed,Bermuda,CENTRAL NORTH AMERICA AND CARIBEANS,Bermuda,FAIRMONT,LUX,56000.0,400,5583200.0,265.57661541216004,3409.64125712,11899094.0,10294938.902511194,6434896.2,6629492.0,146000.0,146400.0,146000.0,146000.0,101118.0,27227.0,42780.0,80156.0,160105.0,39692.0,67607.0,120175.0,32410.374827014926,1108.4106578455662,13908.42908283764,24645.632328275216,Extremely high (>80%)
HA582,HA582 - SOUTHAMPTON - SHP,HA582 - FAIRMONT SOUTHAMPTON - SHP,Managed,Bermuda,CENTRAL NORTH AMERICA AND CARIBEANS,Bermuda,FAIRMONT,LUX,83020.0,593,4828929.279999999,60.541701071022096,2949.0106929364474,17640406.854999997,15262246.922972845,9539733.616500001,5067445.375999999,216445.0,217038.0,179679.0,36173.0,127244.0,15675.0,511.0,20.0,255923.0,28837.0,543.0,20.0,40784.288993934686,638.1289551448654,166.13387707643838,6.149416719465846,Extremely high (>80%)
HB5C3,HB5C3 - SLS BAHA MAR,HB5C3 - SLS SLS BAHA MAR,Managed with minority,Bahamas (the),CENTRAL NORTH AMERICA AND CARIBEANS,Bahamas (the),SLS,LUX,,298,,,,9966204.923580034,7329068.090055477,10619166.550927455,,109135.0,109434.0,109135.0,108921.0,59496.0,15115.0,54231.0,76549.0,109135.0,34385.0,91494.0,85155.0,16847.235377181343,3432.1945483786258,15356.367179977166,20830.729249298223,Extremely high (>80%)
HB6V4,HB6V4 - FAIRMONT EL SAN JUAN,HB6V4 - FAIRMONT FAIRMONT EL SAN JUAN,Managed,Puerto Rico,CENTRAL NORTH AMERICA AND CARIBEANS,Puerto Rico,FAIRMONT,LUX,54320.0,388,9270577.95,434.59063978094093,5661.510434099969,,9986090.735435858,13504422.451876398,11651112.578218,,142008.0,141620.0,141620.0,,29836.0,84022.0,91276.0,,51234.0,151466.0,157004.0,,1214.6229987688805,27316.83095834933,28064.708024298227,Extremely high (>80%)
H0561,H0561 - BOGOTA VICTORIA REGIA,H0561 - SOFITEL BOGOTA VICTORIA REGIA,Managed,Colombia ,SOUTH AMERICA,Colombia ,SOFITEL,LUX,11220.0,102,530088.8999999999,128.2272887822475,122.19948579695998,1155585.12,475904.85,981677.0194176,1232273.0877024,37230.0,37332.0,37230.0,37230.0,20847.0,3469.0,9932.0,20617.0,27773.0,4860.0,13935.0,28799.0,5879.981558517524,861.819297766887,2801.3611953372692,6046.2619028886875,Low (<10%)
H1871,H1871 - CARTAGENA SANTA CLARA,H1871 - SOFITEL CARTAGENA SANTA CLARA,Managed with minority,Colombia ,SOUTH AMERICA,Colombia ,SOFITEL,LUX,13750.0,125,3355856.0,297.916175988,773.6134025984001,5421783.0,3210215.0,4381927.0,4987736.0,45229.0,45384.0,45594.0,45625.0,34905.0,11375.0,23763.0,35406.0,61874.0,20919.0,43721.0,63498.0,9845.097918168281,2825.942494118864,6702.451277164672,10383.370467753644,Low (<10%)
H1988,H1988 - RIO DE JANEIRO COPACABANA,H1988 - FAIRMONT RIO DE JANEIRO COPACABANA,Managed with minority,Brazil,SOUTH AMERICA,Brazil,FAIRMONT,LUX,52500.0,375,6985306.36,496.55356300289225,652.3546175725381,16001848.468965754,6697151.609999999,8362292.5287999995,9705252.082,55838.0,137250.0,136875.0,136875.0,20505.0,22990.0,40406.0,81481.0,34202.0,39334.0,71507.0,136438.0,5783.519060651501,5711.509269432324,11396.677452557158,23895.594223663637,Low-medium (10-20%)
H6519,H6519 - BUENOS AIRES LA RESERVA CARDALES,H6519 - SOFITEL BUENOS AIRES LA RESERVA CARDALES,Managed,Argentina,SOUTH AMERICA,Argentina,SOFITEL,LUX,17490.0,159,3143169.5,1085.0932386113159,859.9103548701752,4289645.554285714,2745537.7748984993,4060569.43,9045011.98,58035.0,58194.0,54219.0,58035.0,23902.0,5357.0,9098.0,28793.0,42620.0,9443.0,17302.0,52627.0,6741.656795303202,1330.863643164374,2566.128086506089,8444.003442298781,Low (<10%)
H7969,H7969 - MONTEVIDEO CARRASCO,H7969 - SOFITEL MONTEVIDEO CARRASCO,Managed,Uruguay,SOUTH AMERICA,Uruguay,SOFITEL,LUX,12760.0,116,4215042.760000001,181.63860416243702,169.78466215059402,5971773.46,2600829.703558668,14929057.0,5209995.130000001,42340.0,42456.0,42340.0,42340.0,22434.0,5348.0,1438.0,22939.0,32481.0,8317.0,2310.0,35863.0,6327.601395106352,1328.6277326195766,405.59377757702305,6727.225192334656,Medium-high (20-40%)
H8932,H8932 - BUENOS AIRES RECOLETA,H8932 - SOFITEL BUENOS AIRES RECOLETA,Managed with minority,Argentina,SOUTH AMERICA,Argentina,SOFITEL,LUX,19250.0,175,2398398.75,254.05603785936202,656.1554889841876,4721308.0,1635021.0,2424878.0,3789216.37,63875.0,64050.0,63875.0,63875.0,46489.0,10154.0,11332.0,40250.0,70296.0,17056.0,16493.0,61272.0,13112.41246577067,2522.6039635413576,3196.236917595845,11803.950215417843,Low (<10%)
H8941,H8941 - RIO DE JANEIRO IPANEMA,H8941 - SOFITEL RIO DE JANEIRO IPANEMA,Managed with minority,Brazil,SOUTH AMERICA,Brazil,SOFITEL,LUX,,203,,,,,,,,48600.0,,,,30279.0,,,,45467.0,,,,8540.315710191016,,,,High (40-80%)
HA208,HA208 - RJ SANTA TERESA,HA208 - MAMA SHELTER RJ SANTA TERESA,Managed with minority,Brazil,SOUTH AMERICA,Brazil,MAMA SHELTER,MID,3300.0,55,63480.0,,5.928368634000001,764760.8421751455,564937.7993695161,90011.0,63480.0,20075.0,19947.0,19622.0,9955.0,9577.0,2258.0,,,16978.0,3905.0,,,2701.231994335987,,,,High (40-80%)
HA232,HA232 - LAS BOVEDAS,HA232 - SOFITEL LAS BOVEDAS,Managed with minority,Colombia ,SOUTH AMERICA,Colombia ,SOFITEL,LUX,1540.0,14,307293.42,9.41922063102932,70.839245856288,407710.0,251260.0,353240.826,357953.974,5110.0,5124.0,5110.0,4676.0,3674.0,1262.0,2538.0,3926.0,8253.0,3094.0,6506.0,9610.0,1036.2667168414343,313.52434528158295,715.8532736373328,1151.3617029995144,Low (<10%)
HB0P5,HB0P5 - BARU CALABLANCA,HB0P5 - SOFITEL BARU CALABLANCA,Managed,Colombia ,SOUTH AMERICA,Colombia ,SOFITEL,LUX,20570.0,187,3262146.216331775,238.47258020472506,752.0108235245854,,,,4568415.111915886,,,5797.0,68255.0,,,940.0,27994.0,,,2518.0,53968.0,,,,8209.684033053592,High (40-80%)
HB467,HB467 - RIO DE JANEIRO LARGO DO BOTICARIO,HB467 - Jo & JOE RIO DE JANEIRO LARGO DO BOTICARIO,Subsidiary,Brazil,SOUTH AMERICA,Brazil,Jo & JOE,ECO,3520.0,80,138503.038974359,9.505622788640677,12.934736483447848,,,,175952.3342119586,,,,13280.0,,,,,,,,8142.0,,,,,Low-medium (10-20%)
HB723,HB723 - PUERTO MADERO,HB723 - SLS PUERTO MADERO,Franchised,Argentina,SOUTH AMERICA,Argentina,SLS,LUX,,40,,,,,,,,,,,10389.0,,,,5753.0,,,,5753.0,,,,1687.158399734133,Medium-high (20-40%)
HB780,HB780 - MEDELLIN,HB780 - Jo & JOE MEDELLIN,Managed,Colombia ,SOUTH AMERICA,Colombia ,Jo & JOE,ECO,,58,,,,,,,,,,,11136.0,,,,,,,,10790.0,,,,,Low (<10%)
H9615,H9615 - MEXICO CITY REFORMA,H9615 - SOFITEL MEXICO CITY REFORMA,Managed,Mexico ,CENTRAL NORTH AMERICA AND CARIBEANS,Mexico ,SOFITEL,LUX,30250.0,275,5008761.29,522.1645007810098,2001.7324162555979,8142593.398329664,7311810.0,6614187.850000001,7862708.456,16775.0,100650.0,100375.0,100375.0,1936.0,11454.0,29524.0,49268.0,3700.0,21013.0,45079.0,75832.0,758.8003476975782,3275.6827763376164,7270.445917988844,16007.708265565669,High (40-80%)
HA573,HA573 - MAYAKOBA - MYK,HA573 - FAIRMONT MAYAKOBA - MYK,Managed,Mexico ,CENTRAL NORTH AMERICA AND CARIBEANS,Mexico ,FAIRMONT,LUX,56140.0,401,15086138.0,41.534337460385004,6029.1177243756,17763462.0,17541385.258300804,27496196.0,15258578.78,146365.0,146766.0,146365.0,146365.0,96763.0,47883.0,61903.0,64968.0,229849.0,112736.0,148408.0,149001.0,31014.50878564099,1949.3160292951573,20125.607422040637,19975.765271512853,Low-medium (10-20%)
HB5B2,HB5B2 - CANCUN SLS,HB5B2 - SLS CANCUN SLS,Managed,Mexico ,CENTRAL NORTH AMERICA AND CARIBEANS,Mexico ,SLS,LUX,,45,,,,,,1598202.3237181788,,,,13770.0,16425.0,,,4354.0,7488.0,,,12488.0,9489.0,,,,2037.6556273595354,Low-medium (10-20%)
HC0B7,HC0B7 - MONDRIAN MEXICO CITY CONDESA,HC0B7 - MONDRIAN MONDRIAN MEXICO CITY CONDESA,Managed,Mexico ,CENTRAL NORTH AMERICA AND CARIBEANS,Mexico ,MONDRIAN,PRE,,183,,,,,,,,,,,5673.0,,,,256.0,,,,1431.0,,,,69.66344025160805,Extremely high (>80%)
